Name,Ratings,Date,Product Name,reviewURL,reviewHeader,reviewBody
,10,"Mar 06, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9387071,"""Fantastic support and a great service""","What do you like best about SiteGround?When it comes to hosting, having a host that can help when things go wrong is essential. Anytime we have an issue, siteground support always go above and beyond to help resolve issues, even when the problem isn't with them.

Highly recommend their service.What do you dislike about SiteGround?Its not cheap but you get what you pay for.What problems is SiteGround solving and how is that benefiting you?It makes everything quick and simple"
John M.,10,"Mar 02, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-5305040,"""Best All-Round Wordpress Hosting""","What do you like best about SiteGround?Customer support is fantastic, quick, knowledgeable, and friendly. Site management UX is super simple, simplicity and has a rich knowledge baseWhat do you dislike about SiteGround?Very little, every aspect of siteground is awesome.What problems is SiteGround solving and how is that benefiting you?Hosting WordPress website with ease and top notch support"
Ryan R.,10,"Feb 20, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-7967483,"""Easy to manage and cost effective!""",What do you like best about SiteGround?Easy to use and dont need any technical knowledge. Anyone can use it.What do you dislike about SiteGround?The cheap plans on shared servers can be risky for websites that have a lot of traffic. The dedicated servers are more expensive than some others.What problems is SiteGround solving and how is that benefiting you?Simplicity for basic website needs including automatic backups and access to files and folders of the website.
,10,"Feb 14, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-6994884,"""Consistently excellent (and prompt) support""","What do you like best about SiteGround?Support. Simply the best. Although the systems don't generally need support because they're well managed and easy to deploy. But when support is needed, the team always goes above and beyond.What do you dislike about SiteGround?They've made far too many changes to their platform and infrastructure over the past couple of years, not allowing one to settle into a forget-it mode. Even if most changes didn't require intervention.What problems is SiteGround solving and how is that benefiting you?Reliable hosting for all client websites. Ensures we can offer reliability and security to our customers."
Enrique G.,8,"Feb 11, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-7513515,"""SIteground un buen servicio de Hosting""","What do you like best about SiteGround?La estabilidad del servicio. La aplicación Site Tools ropietaria de SiteGroun es muy intuitiva. Permite acceder a los diferentes sitios creados de forma fácil con apartados de todo lo que se necesita para crear una web y mantenerla. Tiene certificados SSL gratuitos para todas las webs y tiene dos plugins muy prácticos como el de SG Optimizer y SG SecurityWhat do you dislike about SiteGround?Que hayan pasado el servicio de soporte a sólo chat t el acceso al mismo no es nada intuitivo teniendo que abrir un tiquet de soporte ficticio para poder accder al chat. Decir en todo caso que los profesionales que atienden el servicio son muy buenos y resolutivosWhat problems is SiteGround solving and how is that benefiting you?La seguridad para mí es fundamental. Me permite dormir tranquilo sabiendo que es un hosting profesional que además guarda copias de seguridad de forma que si se produce un incidente se puede reponer la web a golpe de click. Me ayuda recibir semanalmente un informe de las webs, con el tipo de tráfico y si ha habido algún incidente de seguridad"
Gerry L.,10,"Jan 23, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9145217,"""They are a great host for Wordpress sites and their tech staff is very knowledgeable""",What do you like best about SiteGround?Easy migration of Wordpress sites and really fast servers!What do you dislike about SiteGround?I would like more personal touch and supportWhat problems is SiteGround solving and how is that benefiting you?They are really crushing the Wordpress hosting space.
Carlos C.,10,"Jan 11, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9105367,"""The best WordPress hosting.""","What do you like best about SiteGround?It's ease of use and the speed of the servers for its WordPress servers. Also, the great number of features.What do you dislike about SiteGround?Actually, I cn not think of anything wrong with it.What problems is SiteGround solving and how is that benefiting you?We can have all our websites running in the same place."
Marc R.,10,"Jan 02, 2024",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9076892,"""Hands down the fastest and best web host""","What do you like best about SiteGround?Siteground sets you up with a dashboard view of everything you need. It is so easy to use. These guys have created an appraoch to web services that just makes sense. It is intuitive and simple.What do you dislike about SiteGround?So far, nothing. I have been with many hosts before and many of them overpromise and underdeliver. With SiteGround, it all works and they deliver on what you need!What problems is SiteGround solving and how is that benefiting you?My main reason for choosing SiteGround is wordpress hosting and site speed. It is the best. SiteGround is the Spotify of web hosting!"
David V.,10,"Dec 27, 2023",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-9061965,"""Fantastic service by Ekaterina""","What do you like best about SiteGround?The service and technology. Ekaterina was polite, knowleadable and was able to resolve my query in no time.What do you dislike about SiteGround?There is honestly nothing I personally dislike about Siteground products or service.What problems is SiteGround solving and how is that benefiting you?Web Hosting for our businesses and our agency clients"
Richy O.,10,"Dec 01, 2023",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-8951918,"""SiteGround is a MUST in hosting!""","What do you like best about SiteGround?The speed, customer support, user friendliness! I use it for all of my websites and client websites and the features are smooth and everything is easy to setup and optimize. Definitely recommend it!What do you dislike about SiteGround?I do not like the SiteGround plugins like the optimizer plugin and security plugin, they have caused too much headaches from the optimizer plugin not allowing my website to load properly to their security plugin restrcting me from logging in directly to my WP ADMIN panel via siteground. But their customer support is 10/10 and they're the best support in the game!What problems is SiteGround solving and how is that benefiting you?Hosting for wordpress websites!"
,8,"Nov 26, 2023",siteground,https://www.g2.com/products/siteground/reviews/siteground-review-8926148,"""Prompt response""",What do you like best about SiteGround?Always online for support and seem to get through quicklyWhat do you dislike about SiteGround?V Expensive as a site grows and requires more resourcesWhat problems is SiteGround solving and how is that benefiting you?Usual Wordpress hosting
Erik N.,10,"Aug 23, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-10044963,"""Been a Pantheon fan for over a decade""","What do you like best about Pantheon?So many things, I love their novel approach to having a dev site with git, that you one-click deploy to stage, which syncs the db from prod down to stage to test, then a final one-click deploy to prod.What do you dislike about Pantheon?LIke any platform, there's a bit of a learning curve, but it's manageable, and their support is terrific.What problems is Pantheon solving and how is that benefiting you?Hosting WordPress, Drupal, or custom php sites."
Chris H.,10,"Aug 09, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9985653,"""Excellent Technology, Superior Service""","What do you like best about Pantheon?I have been using Pantheon of numerous years now and I find its to be a superior all-in-one platform. Source control, image promotion, backup and restore, easy control panel. I love how easy it was to migrate to pantheon and how great the documentation and support is. Every time I need to troubleshoot, I get the absolute best response and easy to follow instructions for solving my problems.What do you dislike about Pantheon?The only item that Pantheon does not support is email. I wish there was a complimentary service that Pantheon offered for sending email.What problems is Pantheon solving and how is that benefiting you?One-Stop dev ops. I now longer have to have my own pipeline to deploy. Pantheon solves this for me."
,10,"Jun 20, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-783683,"""Pantheon continues to be an amazing enterprise class hosting provider""","What do you like best about Pantheon?Pantheon has an amazing array of developer tools and implements best practices like version control with aplomb and easy to use interfaces.What do you dislike about Pantheon?Unlike most commodity level hosting providers Pantheon charges a higher price for site hosting, but their service level justifies the cost.What problems is Pantheon solving and how is that benefiting you?Easy security updates for Drupal and WordPress, plus amazingly responsive live technical support team."
Seth A.,9,"Mar 19, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9449634,"""Destined to be in fhe Pantheon of Web Hosting Greats""","What do you like best about Pantheon?Its fast become one of today's outstanding Web Hosting Platforms with a great future. Exceptionally scalable, with all the tools needed to build and host best practice present-day and next-generation websites. Developers everywhere are adopting it.What do you dislike about Pantheon?Its scalable, secure, with performance optimization. Great and promising in all aspects. If only its support services can improve. Can become one of the greats for sure.What problems is Pantheon solving and how is that benefiting you?It enables faster and easier website hosting, complimentary technology integration, content management."
Travis B.,10,"Mar 08, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9401951,"""Pantheon WebOps Platform is a game-changer for our agency""","What do you like best about Pantheon?Once we create a project for a client that is being on-boarded, the time from seting up their sandbox to sharing the development link to our client was incredibly short. The ease of use to deploy our CMS websites for development is secure and saves us a lot of time.What do you dislike about Pantheon?If the pricing was a little lower, we could bring more of our client's websites to the WebOps platform too. Best for small businesses that are planning to scale and enterprise companies.What problems is Pantheon solving and how is that benefiting you?The GIT integration allows us to maintain version control for our WebOps development services. This ensures we are running the latest updates on our CMS websites."
Rabail N.,9,"Mar 06, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9393819,"""Amazing Hosting Platform""","What do you like best about Pantheon?User-friendly
Customer service
Continuous Intergration with third-parties
Web Content Management
WebOps PlatformWhat do you dislike about Pantheon?Pantheon are one of the best suppliers of this service that I have been using and I find no cons nor anything to dislike.What problems is Pantheon solving and how is that benefiting you?The continuously rising pricing for hosting solutions."
Harshini R.,8,"Jan 11, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9099374,"""Used it for improving SEO of my site and helped in hoisiting""","What do you like best about Pantheon?Easy hoisiting and support
Search Engine Optimization was made easyWhat do you dislike about Pantheon?Costing is high for even smaller sites and customer service should be improvedWhat problems is Pantheon solving and how is that benefiting you?Hoisitng and deployment of the application"
,9,"Jan 09, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9097087,"""Easy to use product - ticks the boxes""","What do you like best about Pantheon?* Ease of onboarding
* Integration with third partiesWhat do you dislike about Pantheon?* Pricing flexibility could be better comparativelyWhat problems is Pantheon solving and how is that benefiting you?I need a simple web hosting solution with content management system which Pantheon solves for me."
,8,"Jan 09, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9094903,"""Helped me manage my wordpress instances efficiently for my clients""","What do you like best about Pantheon?As a freelancer, it's crucial for me to handle multiple WordPress instances and provide proper maintenance for those websites, Patheon helped me manage everything from a centralised dashboard, Which was quite amazing and helpful for my use case.What do you dislike about Pantheon?I believe the overall user experience and design can be made more appealing and navigation can be improved.What problems is Pantheon solving and how is that benefiting you?Managing my WordPress deployments and updates directly from a central place"
Gourav R.,9,"Jan 09, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9094847,"""administrator""",What do you like best about Pantheon?it's easy to use and implementation and  interation. the Customer support is very helpfulWhat do you dislike about Pantheon?some time it gets stuck in the process of interationWhat problems is Pantheon solving and how is that benefiting you?we are developing the countnuous  integration of software on the agriculture digitalliaiton
Shubham M.,9,"Jan 08, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9093306,"""Pantheon""",What do you like best about Pantheon?Pantheon offers a wide array of products and features to simplify building and managing your sites.What do you dislike about Pantheon?Nothing much. It is giving best class services.What problems is Pantheon solving and how is that benefiting you?It has provided me with a better solution for version control and a better place for web hosting and integration
,10,"Jan 08, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9091709,"""Perfect one stop solution for web developers""","What do you like best about Pantheon?Pantheon capabilities to choose any content management tool along with all required services to end-to-end web app development process is comprehensive and very easier to handle.What do you dislike about Pantheon?Might be the documentation and marketing can be enhanced further.What problems is Pantheon solving and how is that benefiting you?Building, deploying and managing web apps in a single place is very beneficial"
Ramees A.,9,"Jan 06, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9089615,"""A best option for seo friendly website.""","What do you like best about Pantheon?In my view, the standout feature of Pantheon is its seamless integration and management of WordPress and Drupal websites. It offers a user-friendly interface that simplifies complex site operations. The platform shines in its ability to enhance website performance and security, especially for sites with high traffic. It's particularly favored for its scalability and reliability, making it an excellent choice for professionals who need robust web hosting solutions.What do you dislike about Pantheon?Pantheon's platform can be complex for beginners, with its advanced features and technical setups posing a challenge for those not familiar with in-depth website management. This might make it less user-friendly for small teams or individuals without technical backgrounds.What problems is Pantheon solving and how is that benefiting you?Pantheon effectively addresses complex website management, offering robust hosting and streamlined workflows for WordPress and Drupal sites. This greatly assists in managing high-traffic sites, ensuring top-notch security, and supporting scalability. It's particularly beneficial for professionals handling multiple sites, simplifying tasks and enhancing overall efficiency."
,7,"Jan 06, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9088651,"""Pantheon has helped me host some wonderful websites with atmost ease and flexibility""",What do you like best about Pantheon?Its version control flexibility and containerised infrastructure.What do you dislike about Pantheon?Still the UI can provide bit more flexibility in terms of user experienceWhat problems is Pantheon solving and how is that benefiting you?It is providing a place for continuous integration of the code in order to have some kind of effeciency in feature addition to the code
Tauseef S.,9,"Jan 06, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9088605,"""One of best tools out there for wordpress hosting""","What do you like best about Pantheon?Pantheon has great performance, tons of features , easy to integrate in workflows and is easy to use.What do you dislike about Pantheon?There's no mobile app support as of now.What problems is Pantheon solving and how is that benefiting you?Pantheon is solving hosting management, it provides an easy way to manage hostings for a number of platforms (wordpress, drupal etc). It has benifitted my team by making our deployment, hosting management a breeze and gives the performance we want."
Shubham K.,10,"Jan 04, 2024",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9085676,"""Unveiling the Digital Marketplace""",What do you like best about Pantheon?Pantheon: A Seamless Symphony of Web Development - Unveiling the Best FeaturesWhat do you dislike about Pantheon?Critical Reflections: Dissecting Pantheon's Shortcomings and Areas for ImprovementWhat problems is Pantheon solving and how is that benefiting you?Pantheon's Problem-Solving Prowess: A Game-Changer in Resolving Web Development Challenges
Adrian C.,8,"Dec 18, 2023",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-9027850,"""Competitive cost-value solution for Drupal's Community""",What do you like best about Pantheon?Simplicity and easy of use for Drupalist comunity.What do you dislike about Pantheon?Just Drupal PAAS with a very basic complmenetary app power at the moment.What problems is Pantheon solving and how is that benefiting you?A PAAS platform for Drupal CMS agencies that could be operational quickly in a very light and direct gobernance ecosystem with a reasonable cost.
,2,"Sep 05, 2023",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-8564516,"""Limited payment options can lead to hours of downtime""","What do you like best about Pantheon?The deployment experience is seamless. We are able to push updates without having to worry abour servers and technical issues.What do you dislike about Pantheon?The billing experience is now a nightmare. For the last 2 years we have had to endure a lot of pain with the billing process and lately it has taken a turn south. Our Indian credit card does not work on their site. Becaue of this, we need to reach out to support to have them send us a special link that will allow us to make a payment. A mistake due to lack of adequate labelling in a warning message, a site was downgraded. This lead to downtime. The fix is a quick CC payment. But because pantheon does not accept Indian credit cards, and being in a different timezone, we have been told that a fix will take 7-8 hours at the least. The support agents are not equipped and empowered to send us a special link to make a payment and we have to wait for the billing agents to wake up to help us. Hours lost in downtime.What problems is Pantheon solving and how is that benefiting you?The hosting is completely managed. Technically on the hosting side, we have not needed to worry about our sites."
Kelly B.,10,"Aug 08, 2023",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-95730,"""Best Drupal and Wordpress hosting available ""","What do you like best about Pantheon?The development environments be the performance. And support. Really everything, but they truly excel in these areas. What do you dislike about Pantheon?Nothing. They stay ahead of my needs almost entirely, at this point. They're such industry thought  and innovation leaders that I learn more from them than otherwise, these days. Recommendations to others considering Pantheon:If you have a Drupal or Wordpress site, you absolutely must consider pantheon. My development company won't develop on any other platform. There's absolutely zero risk to trying them out - developer accounts are free forever, and all accounts are free until you are ready to launch. What problems is Pantheon solving and how is that benefiting you?Fast prototyping, time to market, security issues, performance issues, SEO improvements, best practice compliance, the list is so long I can't even list them all off the top of my head!"
,10,"Jul 14, 2023",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-783214,"""Takes the worry and stress out of Hosting and DevOps""","What do you like best about Pantheon?The DEV / TEST/ Production workflow makes deploying and testing easy.
Having Multi-dev environments so multiple developers can work on a busy project is invaluable.
AUTOMATIC backups of multiple environments!
AutoPilot makes routing maintenance less of a burden. It allows us to bring in non-technical people to do the visual regression checks.What do you dislike about Pantheon?amount of memory per container especially on image intensive sites.What problems is Pantheon solving and how is that benefiting you?CMS hosting that is reliable. This has helped us spend more time developing than managing hosting platforms."
Anice B.,9,"Jun 29, 2023",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-8250628,"""Phenomenal Partner""","What do you like best about Pantheon?We have been working with Pantheon since 2018 and we are extremely happy with the service. It is extremely rare that we experience downtime on prod or dev. The support team is incredibly responsive with tickets and responsiveWhat do you dislike about Pantheon?There is not much I dislike about Pantheon, however my only complaint is that there is no managed services for login attempts and all of the reporting and vetting of IP addresses is on the clientWhat problems is Pantheon solving and how is that benefiting you?Hosting, content management, web ops"
,7,"Jun 23, 2023",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-4725300,"""Excellent customer service, excellent hosting, opaque pricing.""","What do you like best about Pantheon?Customer service is always responsive and helpful. Multidev environments and git workflow make development and collaboration easy.What do you dislike about Pantheon?Pricing tiers are opaque and based on a hidden analytics method that fails to match the results of any other analytics platform.What problems is Pantheon solving and how is that benefiting you?By incorporating the Git workflow, Pantheon has integrated our hosting needs with our development workflow. This saves us time and makes collaboration among developers easy."
Anthony J.,8,"Jun 23, 2023",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-8250403,"""Easy interface and great customer service""","What do you like best about Pantheon?Ease of Administration, Site and Platform related notifications, Technical Support Quality.What do you dislike about Pantheon?Feature limitations.  One example is we can not currently delete workspaces.What problems is Pantheon solving and how is that benefiting you?Providing us a neutral hosting service distinct and separate from other Web Partner relationships.  Local ownership over hosting account."
,8,"Jun 23, 2023",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-8250254,"""Mindful workflows, automation for scale""","What do you like best about Pantheon?As a developer, my favorite feature is the Terminus CLI. We were able to use this to create automation that is specific to our product needs.What do you dislike about Pantheon?In my opinion, they've placed too much emphasis on headless websites, which feels counterintuitive when their focus is on Drupal and WordPress. My organization would also love to see a HIPAA-compliant hosting option.What problems is Pantheon solving and how is that benefiting you?Pantheon allows our team to function without needing a dedicated DevOps engineer."
,9,"Jun 23, 2023",pantheon,https://www.g2.com/products/pantheon/reviews/pantheon-review-8250221,"""Secure & Reliable WordPress Hosting""","What do you like best about Pantheon?Pantheon automates nearly everything related to server maintenance so we can focus on what matters most with our client websites built on WordPress. It's reliable, and support is always available and helpful when needed.What do you dislike about Pantheon?Pantheon's multidev structure can complicate smaller tasks at times, so you need to know what you're doing if you're part of the team managing it. It's also much pricier than other options.What problems is Pantheon solving and how is that benefiting you?Pantheon takes the hassle out of hosting, by providing a manager server solution for our WordPress sites. They automatically improve the servers and perform regular maintenance to ensure our sites load quickly and securely, all the time."
